,Keyword,LV1,Search UV,PDP UV,A2C_UV,Order_UV,GMV,ASP,ARPU,Found Number,E. Items,Cluster,PDP % of searches,A2C % of searches,ORDER % of searches
773,football shoes,Sports & Outdoors,293.0,118.0,16.0,6.0,252.67,28.07,42.11,3004.0,327.0,GM,40.27,5.46,2.05
774,chopper machine electric,Home Appliances,293.0,165.0,40.0,14.0,390.8,26.05,27.91,6666.0,698.0,EL,56.31,13.65,4.78
775,winter collection,Fashion,293.0,53.0,11.0,5.0,73.44,10.49,14.69,52555.0,838.0,Fashion,18.09,3.75,1.71
776,sun glasses for men,Watches Sunglasses Jewellery,292.0,103.0,15.0,5.0,26.59,5.32,5.32,323506.0,730.0,Fashion,35.27,5.14,1.71
777,tracksuit for men,Fashion,292.0,148.0,29.0,12.0,128.46,9.88,10.7,5822.0,1087.0,Fashion,50.68,9.93,4.11
778,oppo f19 back cover,Mobiles & Tablets,291.0,183.0,68.0,16.0,64.84,3.41,4.05,6206.0,1018.0,EL,62.89,23.37,5.5
779,haier automatic washing machine,Home Appliances,291.0,175.0,59.0,10.0,2929.42,266.31,292.94,550.0,248.0,EL,60.14,20.27,3.44
784,cat,Pet Supplies,290.0,47.0,11.0,3.0,8.78,1.76,2.93,312731.0,391.0,FMCG,16.21,3.79,1.03
787,led tv 32 inch,"TV, Audio / Video, Gaming & Wearables",290.0,109.0,19.0,2.0,364.34,182.17,182.17,5729.0,409.0,EL,37.59,6.55,0.69
785,paper soap,Health & Beauty,290.0,156.0,75.0,25.0,51.04,1.65,2.04,6189.0,539.0,FMCG,53.79,25.86,8.62
786,rivaj uk,Health & Beauty,290.0,77.0,22.0,8.0,39.81,2.65,4.98,1027.0,960.0,FMCG,26.55,7.59,2.76
783,eyeliner,Health & Beauty,290.0,159.0,76.0,26.0,52.79,1.7,2.03,20575.0,551.0,FMCG,54.83,26.21,8.97
781,iphone 8 plus,Mobiles & Tablets,290.0,32.0,4.0,1.0,2.59,2.59,2.59,57259.0,231.0,EL,11.03,1.38,0.34
780,apple,Mobiles & Tablets,290.0,42.0,5.0,0.0,0.0,0.0,0.0,505526.0,795.0,EL,14.48,1.72,0.0
782,earpods,"TV, Audio / Video, Gaming & Wearables",290.0,124.0,33.0,8.0,35.31,4.41,4.41,89462.0,829.0,EL,42.76,11.38,2.76
788,men accessories,Fashion,289.0,73.0,10.0,2.0,7.5,3.75,3.75,689967.0,611.0,Fashion,25.26,3.46,0.69
789,high neck for men,Fashion,289.0,164.0,43.0,18.0,121.64,6.08,6.76,15308.0,678.0,Fashion,56.75,14.88,6.23
790,upper for boys,Fashion,289.0,120.0,15.0,5.0,33.04,6.61,6.61,13393.0,430.0,Fashion,41.52,5.19,1.73
791,serum,Health & Beauty,289.0,163.0,74.0,40.0,98.12,1.46,2.45,31923.0,569.0,FMCG,56.4,25.61,13.84
792,lcd,Computers & Laptops,288.0,60.0,6.0,0.0,0.0,0.0,0.0,158636.0,301.0,EL,20.83,2.08,0.0
793,computer table,Furniture & Decor,288.0,139.0,27.0,7.0,353.65,50.52,50.52,896790.0,1019.0,GM,48.26,9.38,2.43
794,slippers for women,Fashion,288.0,120.0,21.0,5.0,16.74,2.79,3.35,17128.0,1018.0,Fashion,41.67,7.29,1.74
797,hp laptop,Computers & Laptops,287.0,160.0,30.0,1.0,627.43,627.43,627.43,85138.0,528.0,EL,55.75,10.45,0.35
798,waches for boys branded,Watches Sunglasses Jewellery,287.0,85.0,17.0,5.0,16.04,3.21,3.21,175310.0,678.0,Fashion,29.62,5.92,1.74
800,sports shoes,Sports & Outdoors,287.0,138.0,19.0,5.0,40.11,8.02,8.02,136124.0,959.0,GM,48.08,6.62,1.74
796,lotion,Health & Beauty,287.0,162.0,55.0,21.0,57.77,2.14,2.75,34341.0,680.0,FMCG,56.45,19.16,7.32
795,long frocks for girls,Fashion,287.0,98.0,9.0,0.0,0.0,0.0,0.0,2650.0,738.0,Fashion,34.15,3.14,0.0
801,iphone 7,Mobiles & Tablets,286.0,81.0,9.0,1.0,0.89,0.89,0.89,169370.0,414.0,EL,28.32,3.15,0.35
802,electric vape shisha smoke,Motors,286.0,38.0,0.0,0.0,0.0,0.0,0.0,24165.0,308.0,GM,13.29,0.0,0.0
803,glitter eyeshadow,Health & Beauty,286.0,177.0,79.0,34.0,94.35,2.7,2.77,16053.0,1033.0,FMCG,61.89,27.62,11.89
804,chain,Watches Sunglasses Jewellery,286.0,95.0,38.0,14.0,25.09,1.67,1.79,700442.0,661.0,Fashion,33.22,13.29,4.9
805,bonanza satrangi,Fashion,286.0,69.0,8.0,1.0,28.58,14.29,28.58,3519.0,412.0,Fashion,24.13,2.8,0.35
799,labtop,Computers & Laptops,286.0,132.0,26.0,5.0,446.92,89.38,89.38,955047.0,1018.0,EL,46.15,9.09,1.75
809,projector,"TV, Audio / Video, Gaming & Wearables",285.0,132.0,18.0,5.0,300.81,50.14,60.16,42241.0,841.0,EL,46.32,6.32,1.75
811,toys for boys kids,Toys & Games,285.0,85.0,22.0,9.0,80.18,6.68,8.91,129858.0,661.0,GM,29.82,7.72,3.16
810,vivo 21e,Mobiles & Tablets,285.0,128.0,25.0,2.0,496.58,248.29,248.29,175045.0,218.0,EL,44.91,8.77,0.7
807,golden pearl cream,Health & Beauty,285.0,154.0,62.0,15.0,37.97,2.23,2.53,311.0,311.0,FMCG,54.04,21.75,5.26
808,bra for girls sexy,Fashion,285.0,107.0,13.0,6.0,20.71,2.96,3.45,24778.0,1055.0,Fashion,37.54,4.56,2.11
806,memory card,Cameras,285.0,171.0,66.0,19.0,141.22,6.72,7.43,62040.0,427.0,EL,60.0,23.16,6.67
812,slime kit,Toys & Games,284.0,140.0,35.0,7.0,26.36,3.77,3.77,5839.0,521.0,GM,49.3,12.32,2.46
813,ear cuff earrings,Watches Sunglasses Jewellery,283.0,123.0,23.0,5.0,9.09,1.82,1.82,11038.0,748.0,Fashion,43.46,8.13,1.77
816,lockets for girls,Watches Sunglasses Jewellery,282.0,111.0,17.0,6.0,19.22,3.2,3.2,2809.0,421.0,Fashion,39.36,6.03,2.13
817,mens jacket,Fashion,282.0,147.0,23.0,4.0,45.48,7.58,11.37,29529.0,883.0,Fashion,52.13,8.16,1.42
819,coffee beater electric,Kitchen & Dining,282.0,141.0,54.0,28.0,72.39,2.5,2.59,10041.0,1193.0,GM,50.0,19.15,9.93
815,nido,Mother & Baby,282.0,142.0,98.0,31.0,1013.39,14.69,32.69,254.0,238.0,FMCG,50.35,34.75,10.99
814,led 50 inch,"TV, Audio / Video, Gaming & Wearables",282.0,78.0,11.0,1.0,517.65,517.65,517.65,6150.0,368.0,EL,27.66,3.9,0.35
823,nokia 3 4 mobile,Mobiles & Tablets,281.0,169.0,78.0,31.0,3817.35,97.88,123.14,18077.0,219.0,EL,60.14,27.76,11.03
818,air buds apple,"TV, Audio / Video, Gaming & Wearables",281.0,111.0,24.0,6.0,61.39,10.23,10.23,5623.0,446.0,EL,39.5,8.54,2.14
820,weight machine digital,Kitchen & Dining,281.0,138.0,50.0,24.0,250.53,9.64,10.44,12819.0,366.0,GM,49.11,17.79,8.54
821,lays chips,Groceries,280.0,155.0,70.0,17.0,181.91,4.13,10.7,2716.0,225.0,FMCG,55.36,25.0,6.07
822,daraz 1212 sale,Fashion,280.0,85.0,11.0,0.0,0.0,0.0,0.0,2755.0,1021.0,Fashion,30.36,3.93,0.0
824,helmet,Motors,280.0,163.0,34.0,5.0,42.98,7.16,8.6,35216.0,744.0,GM,58.21,12.14,1.79
825,tapal,Groceries,280.0,183.0,144.0,67.0,1661.1,16.78,24.79,956.0,618.0,FMCG,65.36,51.43,23.93
828,wireless headphone,"TV, Audio / Video, Gaming & Wearables",279.0,150.0,48.0,14.0,95.67,5.04,6.83,136651.0,1018.0,EL,53.76,17.2,5.02
830,gift for boys,Bags and Travel,279.0,71.0,9.0,3.0,8.88,2.22,2.96,108005.0,408.0,Fashion,25.45,3.23,1.08
826,earbuds wireless,"TV, Audio / Video, Gaming & Wearables",279.0,148.0,45.0,15.0,178.9,8.94,11.93,65839.0,1317.0,EL,53.05,16.13,5.38
829,everyday milk powder,Groceries,278.0,139.0,65.0,24.0,273.49,9.12,11.4,100272.0,183.0,FMCG,50.0,23.38,8.63
827,ear pods,"TV, Audio / Video, Gaming & Wearables",277.0,145.0,51.0,17.0,118.74,6.25,6.98,45821.0,1200.0,EL,52.35,18.41,6.14
831,s21 ultra,Mobiles & Tablets,277.0,119.0,39.0,1.0,1267.47,1267.47,1267.47,18912.0,159.0,EL,42.96,14.08,0.36
832,purse for girls,Bags and Travel,277.0,63.0,14.0,2.0,9.49,3.16,4.75,123688.0,388.0,Fashion,22.74,5.05,0.72
838,smart phones,Mobiles & Tablets,277.0,124.0,16.0,1.0,139.54,139.54,139.54,5313028.0,367.0,EL,44.77,5.78,0.36
836,gta 5,Computers & Laptops,276.0,117.0,20.0,3.0,16.68,5.56,5.56,771.0,188.0,EL,42.39,7.25,1.09
837,car air pump,Motors,276.0,83.0,19.0,9.0,122.0,13.56,13.56,8942.0,598.0,GM,30.07,6.88,3.26
835,glass,Watches Sunglasses Jewellery,276.0,29.0,13.0,5.0,14.89,2.98,2.98,1634221.0,238.0,Fashion,10.51,4.71,1.81
834,i phones 12 pro max mobile,Mobiles & Tablets,276.0,70.0,5.0,0.0,0.0,0.0,0.0,33268.0,158.0,EL,25.36,1.81,0.0
833,iphone 7 plus cover,Mobiles & Tablets,276.0,141.0,38.0,13.0,39.14,3.01,3.01,50626.0,797.0,EL,51.09,13.77,4.71
839,android watch,"TV, Audio / Video, Gaming & Wearables",275.0,160.0,28.0,8.0,65.55,8.19,8.19,27410.0,957.0,EL,58.18,10.18,2.91
840,sneakers,Fashion,275.0,128.0,20.0,4.0,43.78,10.95,10.95,54376.0,1115.0,Fashion,46.55,7.27,1.45
841,jacket for men stylish 2021,Fashion,274.0,116.0,16.0,4.0,34.68,6.94,8.67,5053.0,1139.0,Fashion,42.34,5.84,1.46
842,bags for boys,Bags and Travel,274.0,147.0,30.0,6.0,52.1,8.68,8.68,38247.0,622.0,Fashion,53.65,10.95,2.19
844,sandals for girls,Fashion,274.0,106.0,7.0,1.0,8.4,8.4,8.4,17552.0,948.0,Fashion,38.69,2.55,0.36
847,cake accessories,Kitchen & Dining,273.0,109.0,31.0,8.0,48.21,4.38,6.03,99661.0,657.0,GM,39.93,11.36,2.93
849,suit for girls,Fashion,273.0,135.0,23.0,8.0,158.16,13.18,19.77,206040.0,328.0,Fashion,49.45,8.42,2.93
848,watch for boys,Watches Sunglasses Jewellery,273.0,109.0,42.0,18.0,58.56,2.34,3.25,178397.0,545.0,Fashion,39.93,15.38,6.59
845,nescafe coffee,Groceries,273.0,138.0,56.0,21.0,134.32,5.17,6.4,2154.0,330.0,FMCG,50.55,20.51,7.69
846,massager,Health & Beauty,273.0,142.0,36.0,15.0,162.23,10.82,10.82,299524.0,625.0,FMCG,52.01,13.19,5.49
843,bracelet,Watches Sunglasses Jewellery,272.0,83.0,22.0,5.0,12.91,2.15,2.58,589118.0,535.0,Fashion,30.51,8.09,1.84
850,blush on kit,Health & Beauty,272.0,163.0,60.0,29.0,97.4,3.04,3.36,11611.0,1076.0,FMCG,59.93,22.06,10.66
853,touch watch for boys,"TV, Audio / Video, Gaming & Wearables",272.0,122.0,33.0,5.0,35.88,7.18,7.18,6166.0,388.0,EL,44.85,12.13,1.84
851,lint remover,"Tools, DIY & Outdoor",271.0,175.0,72.0,36.0,206.44,5.43,5.73,50597.0,917.0,GM,64.58,26.57,13.28
852,book shelf,Furniture & Decor,271.0,152.0,27.0,9.0,197.62,19.76,21.96,21629.0,1081.0,GM,56.09,9.96,3.32
857,cricket,Sports & Outdoors,270.0,60.0,9.0,4.0,10.46,2.09,2.62,30092.0,598.0,GM,22.22,3.33,1.48
859,paint brushes,Stationery & Craft,270.0,155.0,73.0,20.0,57.26,2.6,2.86,61009.0,1012.0,GM,57.41,27.04,7.41
856,dairy milk chocolate,Groceries,270.0,106.0,10.0,1.0,4.72,4.72,4.72,2620.0,880.0,FMCG,39.26,3.7,0.37
855,electric accessories,"Tools, DIY & Outdoor",270.0,39.0,5.0,0.0,0.0,0.0,0.0,453700.0,1088.0,GM,14.44,1.85,0.0
854,ipad 11 pro max,Mobiles & Tablets,270.0,13.0,1.0,0.0,0.0,0.0,0.0,6381.0,100.0,EL,4.81,0.37,0.0
860,night dress,Fashion,269.0,94.0,10.0,2.0,12.57,6.29,6.29,24685.0,668.0,Fashion,34.94,3.72,0.74
861,lip balm set,Health & Beauty,269.0,90.0,28.0,8.0,17.47,1.94,2.18,8686.0,430.0,FMCG,33.46,10.41,2.97
862,humidifier,Home Appliances,269.0,136.0,36.0,12.0,266.5,19.04,22.21,42263.0,1147.0,EL,50.56,13.38,4.46
863,doll for girls,Toys & Games,269.0,150.0,36.0,14.0,51.97,3.46,3.71,292360.0,661.0,GM,55.76,13.38,5.2
858,air dots,"TV, Audio / Video, Gaming & Wearables",268.0,144.0,45.0,17.0,159.94,8.42,9.41,7531.0,698.0,EL,53.73,16.79,6.34
865,bean bag,Furniture & Decor,268.0,133.0,19.0,6.0,168.87,16.89,28.15,7350.0,809.0,GM,49.63,7.09,2.24
866,head phones bluetooth,"TV, Audio / Video, Gaming & Wearables",268.0,85.0,30.0,8.0,47.78,4.78,5.97,109909.0,768.0,EL,31.72,11.19,2.99
864,braslets for girls,Watches Sunglasses Jewellery,268.0,106.0,21.0,5.0,8.86,1.77,1.77,116594.0,701.0,Fashion,39.55,7.84,1.87
867,ink pen,Stationery & Craft,267.0,107.0,16.0,4.0,13.06,2.18,3.26,30920.0,1018.0,GM,40.07,5.99,1.5
868,huda beauty,Health & Beauty,267.0,110.0,20.0,5.0,180.34,20.04,36.07,641.0,633.0,FMCG,41.2,7.49,1.87
869,cake,Groceries,267.0,72.0,22.0,3.0,7.25,1.45,2.42,252448.0,348.0,FMCG,26.97,8.24,1.12
870,winter collection for men,Fashion,267.0,105.0,14.0,2.0,16.47,8.24,8.24,44181.0,908.0,Fashion,39.33,5.24,0.75
871,laptops,Computers & Laptops,267.0,165.0,19.0,1.0,945.37,472.68,945.37,954985.0,565.0,EL,61.8,7.12,0.37
876,racket badminton,Sports & Outdoors,266.0,161.0,41.0,10.0,32.28,2.93,3.23,27238.0,865.0,GM,60.53,15.41,3.76
879,silicon doll for sex,Health & Beauty,266.0,30.0,0.0,0.0,0.0,0.0,0.0,239.0,238.0,FMCG,11.28,0.0,0.0
877,sunblock,Health & Beauty,266.0,131.0,60.0,26.0,100.99,3.74,3.88,37810.0,530.0,FMCG,49.25,22.56,9.77
874,kitchen items,Kitchen & Dining,266.0,117.0,47.0,14.0,37.82,1.89,2.7,336073.0,1020.0,GM,43.98,17.67,5.26
873,canvas for painting,Stationery & Craft,266.0,165.0,83.0,34.0,131.59,3.13,3.87,52185.0,238.0,GM,62.03,31.2,12.78
872,1212,Fashion,266.0,45.0,6.0,0.0,0.0,0.0,0.0,3540509.0,758.0,Fashion,16.92,2.26,0.0
875,lipstick set,Health & Beauty,265.0,137.0,37.0,16.0,54.32,2.86,3.39,58146.0,711.0,FMCG,51.7,13.96,6.04
878,artificial flowers,Furniture & Decor,265.0,137.0,49.0,17.0,58.33,2.33,3.43,744900.0,1115.0,GM,51.7,18.49,6.42
880,led tv,"TV, Audio / Video, Gaming & Wearables",265.0,89.0,15.0,1.0,512.58,512.58,512.58,68593.0,454.0,EL,33.58,5.66,0.38
881,khaadi,Fashion,265.0,86.0,5.0,2.0,40.31,20.15,20.15,613600.0,455.0,Fashion,32.45,1.89,0.75
882,kemei 3 in 1,Health & Beauty,265.0,136.0,80.0,40.0,302.24,7.03,7.56,18449.0,1134.0,FMCG,51.32,30.19,15.09
883,organizer,Health & Beauty,265.0,118.0,34.0,13.0,52.8,3.52,4.06,867509.0,738.0,FMCG,44.53,12.83,4.91
884,toothpaste dispenser,Bedding & Bath,265.0,173.0,93.0,52.0,138.64,2.27,2.67,10260.0,479.0,GM,65.28,35.09,19.62
885,trimmer,Health & Beauty,265.0,161.0,52.0,22.0,182.19,7.59,8.28,130374.0,1393.0,FMCG,60.75,19.62,8.3
886,bangles for girls,Watches Sunglasses Jewellery,264.0,94.0,19.0,5.0,10.62,2.12,2.12,35510.0,818.0,Fashion,35.61,7.2,1.89
887,dressing table,Furniture & Decor,264.0,148.0,19.0,9.0,217.83,21.78,24.2,18862.0,457.0,GM,56.06,7.2,3.41
888,bluetooth headphones,"TV, Audio / Video, Gaming & Wearables",264.0,139.0,51.0,15.0,164.52,9.14,10.97,124987.0,688.0,EL,52.65,19.32,5.68
889,vr box,"TV, Audio / Video, Gaming & Wearables",264.0,144.0,37.0,11.0,186.21,11.64,16.93,2646.0,508.0,EL,54.55,14.02,4.17
892,key chain for boys,Motors,263.0,110.0,39.0,7.0,23.77,1.98,3.4,2932.0,662.0,GM,41.83,14.83,2.66
894,nivea lotion,Health & Beauty,263.0,151.0,60.0,23.0,118.17,4.92,5.14,34340.0,430.0,FMCG,57.41,22.81,8.75
893,derma roller,Health & Beauty,263.0,148.0,87.0,42.0,100.54,2.23,2.39,4266.0,360.0,FMCG,56.27,33.08,15.97
890,acrylic paint,Stationery & Craft,263.0,150.0,67.0,20.0,103.45,4.93,5.17,24524.0,1263.0,GM,57.03,25.48,7.6
891,non stick fry pan,Kitchen & Dining,263.0,159.0,49.0,20.0,111.32,5.06,5.57,67616.0,957.0,GM,60.46,18.63,7.6
895,mini washing machine,Home Appliances,262.0,103.0,9.0,0.0,0.0,0.0,0.0,172029.0,640.0,EL,39.31,3.44,0.0
896,bra for girls sexy net,Fashion,262.0,94.0,9.0,4.0,22.05,3.68,5.51,9127.0,588.0,Fashion,35.88,3.44,1.53
904,underwear for men,Fashion,262.0,153.0,48.0,18.0,73.57,3.68,4.09,20536.0,408.0,Fashion,58.4,18.32,6.87
900,wallpaper for room,Furniture & Decor,261.0,137.0,16.0,1.0,5.59,5.59,5.59,96393.0,775.0,GM,52.49,6.13,0.38
902,straightener brush,Health & Beauty,261.0,106.0,16.0,3.0,19.21,6.4,6.4,14894.0,955.0,FMCG,40.61,6.13,1.15
899,waches for men,Watches Sunglasses Jewellery,261.0,120.0,34.0,9.0,60.38,6.04,6.71,811775.0,1150.0,Fashion,45.98,13.03,3.45
898,cd 70 bike honda,Motors,261.0,128.0,35.0,2.0,2139.07,713.02,1069.54,1391.0,168.0,GM,49.04,13.41,0.77
897,iphone 12 pro max cover,Mobiles & Tablets,261.0,146.0,26.0,7.0,28.31,4.04,4.04,36011.0,981.0,EL,55.94,9.96,2.68
901,gold,Watches Sunglasses Jewellery,260.0,29.0,5.0,0.0,0.0,0.0,0.0,1208520.0,278.0,Fashion,11.15,1.92,0.0
903,bb cream,Health & Beauty,260.0,128.0,42.0,13.0,32.71,2.18,2.52,9029.0,757.0,FMCG,49.23,16.15,5.0
905,plastic box storage,Furniture & Decor,260.0,92.0,19.0,6.0,34.9,4.99,5.82,465671.0,791.0,GM,35.38,7.31,2.31
906,face cleanser,Health & Beauty,259.0,79.0,37.0,10.0,39.94,2.66,3.99,79078.0,561.0,FMCG,30.5,14.29,3.86
907,bioaqua,Health & Beauty,259.0,140.0,72.0,27.0,106.54,3.8,3.95,8550.0,532.0,FMCG,54.05,27.8,10.42
908,wallets for mens,Bags and Travel,259.0,147.0,38.0,9.0,20.98,2.33,2.33,97393.0,618.0,Fashion,56.76,14.67,3.47
909,school bags,Stationery & Craft,259.0,95.0,15.0,2.0,14.51,7.26,7.26,102448.0,994.0,GM,36.68,5.79,0.77
912,butterfly,Furniture & Decor,258.0,95.0,44.0,17.0,40.66,2.14,2.39,154779.0,410.0,GM,36.82,17.05,6.59
911,redmi 9c,Mobiles & Tablets,258.0,110.0,20.0,1.0,135.71,135.71,135.71,22200.0,236.0,EL,42.64,7.75,0.39
910,itel,Mobiles & Tablets,258.0,112.0,37.0,5.0,454.77,75.8,90.95,2682.0,603.0,EL,43.41,14.34,1.94
913,mobiles phones,Mobiles & Tablets,257.0,56.0,11.0,2.0,49.98,16.66,24.99,6171232.0,493.0,EL,21.79,4.28,0.78
914,glasses for girls,Watches Sunglasses Jewellery,257.0,123.0,35.0,8.0,28.16,2.56,3.52,533929.0,970.0,Fashion,47.86,13.62,3.11
915,birthday decorations,Toys & Games,257.0,167.0,58.0,16.0,48.08,2.67,3.0,234132.0,1050.0,GM,64.98,22.57,6.23
916,oppo a15,Mobiles & Tablets,256.0,84.0,13.0,1.0,113.65,113.65,113.65,13452.0,329.0,EL,32.81,5.08,0.39
917,miss rose concealer,Health & Beauty,256.0,158.0,89.0,38.0,93.28,2.17,2.45,2667.0,190.0,FMCG,61.72,34.77,14.84
918,limelight collection,Fashion,256.0,92.0,12.0,1.0,9.21,9.21,9.21,4978.0,788.0,Fashion,35.94,4.69,0.39
919,mac book,Computers & Laptops,256.0,99.0,15.0,1.0,422.04,422.04,422.04,33656.0,236.0,EL,38.67,5.86,0.39
920,dresses,Fashion,256.0,97.0,8.0,2.0,17.21,8.6,8.6,921595.0,842.0,Fashion,37.89,3.12,0.78
921,cloth design for girls,Fashion,256.0,74.0,6.0,1.0,6.51,6.51,6.51,328273.0,746.0,Fashion,28.91,2.34,0.39
922,tools,"Tools, DIY & Outdoor",256.0,138.0,31.0,8.0,25.33,3.17,3.17,2896097.0,1024.0,GM,53.91,12.11,3.12
927,lights,Furniture & Decor,255.0,101.0,25.0,7.0,28.11,3.51,4.02,3085755.0,795.0,GM,39.61,9.8,2.75
923,hair remover,Health & Beauty,255.0,101.0,41.0,20.0,58.88,2.8,2.94,162413.0,1025.0,FMCG,39.61,16.08,7.84
924,gift,Watches Sunglasses Jewellery,255.0,97.0,25.0,6.0,16.5,2.75,2.75,2170701.0,648.0,Fashion,38.04,9.8,2.35
925,pizza,Digital Goods,255.0,88.0,15.0,1.0,3.3,3.3,3.3,36066.0,368.0,Digital Goods,34.51,5.88,0.39
932,slippers for men,Fashion,254.0,138.0,33.0,16.0,87.58,5.15,5.47,8651.0,1026.0,Fashion,54.33,12.99,6.3
933,scarfs for girls,Fashion,254.0,94.0,7.0,0.0,0.0,0.0,0.0,17341.0,589.0,Fashion,37.01,2.76,0.0
928,digital watches for men,Watches Sunglasses Jewellery,254.0,130.0,45.0,21.0,91.03,3.79,4.33,124064.0,1018.0,Fashion,51.18,17.72,8.27
926,nike shoes,Sports & Outdoors,254.0,82.0,3.0,0.0,0.0,0.0,0.0,32.0,32.0,GM,32.28,1.18,0.0
930,chairs,Furniture & Decor,253.0,119.0,27.0,7.0,214.26,26.78,30.61,107532.0,1015.0,GM,47.04,10.67,2.77
934,mi airdots,"TV, Audio / Video, Gaming & Wearables",253.0,136.0,35.0,14.0,211.79,11.15,15.13,1089.0,230.0,EL,53.75,13.83,5.53
935,tea set,Kitchen & Dining,253.0,120.0,13.0,3.0,9.98,3.33,3.33,43487.0,698.0,GM,47.43,5.14,1.19
936,wape shisha,Motors,253.0,44.0,2.0,1.0,3.19,3.19,3.19,24154.0,198.0,GM,17.39,0.79,0.4
931,denim jacket,Fashion,252.0,115.0,13.0,3.0,29.0,9.67,9.67,12181.0,417.0,Fashion,45.63,5.16,1.19
937,cloth hanging stand,Laundry & Cleaning,252.0,107.0,28.0,17.0,169.35,9.96,9.96,2499.0,1018.0,GM,42.46,11.11,6.75
939,sticker,Furniture & Decor,250.0,80.0,34.0,7.0,28.27,2.83,4.04,1164756.0,512.0,GM,32.0,13.6,2.8
941,ring for boys,Watches Sunglasses Jewellery,250.0,116.0,39.0,14.0,30.26,1.78,2.16,13188.0,548.0,Fashion,46.4,15.6,5.6
940,vapes,Motors,250.0,30.0,1.0,0.0,0.0,0.0,0.0,24257.0,491.0,GM,12.0,0.4,0.0
938,peanut butter,Groceries,250.0,123.0,47.0,10.0,102.23,7.86,10.22,1784.0,348.0,FMCG,49.2,18.8,4.0
929,cctv camera,Cameras,250.0,109.0,24.0,7.0,166.67,23.81,23.81,10751.0,782.0,EL,43.6,9.6,2.8
942,lotion for dry skin,Health & Beauty,249.0,138.0,53.0,13.0,36.07,2.58,2.77,5944.0,953.0,FMCG,55.42,21.29,5.22
943,pencil box for girls,Stationery & Craft,249.0,96.0,12.0,0.0,0.0,0.0,0.0,5814.0,448.0,GM,38.55,4.82,0.0
944,gym equipment,Sports & Outdoors,249.0,98.0,22.0,9.0,94.87,10.54,10.54,32746.0,617.0,GM,39.36,8.84,3.61
945,pant shirt for boys,Mother & Baby,249.0,32.0,2.0,1.0,31.45,7.86,31.45,9317.0,428.0,FMCG,12.85,0.8,0.4
946,smart watches,"TV, Audio / Video, Gaming & Wearables",249.0,127.0,26.0,4.0,24.43,6.11,6.11,117649.0,665.0,EL,51.0,10.44,1.61
949,women bags,Bags and Travel,249.0,110.0,22.0,4.0,62.99,7.0,15.75,529685.0,1309.0,Fashion,44.18,8.84,1.61
950,nivea,Health & Beauty,248.0,134.0,53.0,16.0,101.12,4.6,6.32,788.0,786.0,FMCG,54.03,21.37,6.45
951,poco,Mobiles & Tablets,248.0,73.0,11.0,3.0,5878.66,391.91,1959.55,19641.0,618.0,EL,29.44,4.44,1.21
948,techno spark 7 pro,Mobiles & Tablets,248.0,107.0,41.0,15.0,5948.72,116.64,396.58,1007.0,188.0,EL,43.15,16.53,6.05
947,tcl led tv 40 inch,"TV, Audio / Video, Gaming & Wearables",248.0,121.0,37.0,12.0,5939.67,424.26,494.97,2070.0,559.0,EL,48.79,14.92,4.84
952,audionic airpods,"TV, Audio / Video, Gaming & Wearables",247.0,117.0,23.0,7.0,146.91,18.36,20.99,3228.0,538.0,EL,47.37,9.31,2.83
953,jeans,Fashion,247.0,76.0,6.0,2.0,13.98,6.99,6.99,225636.0,737.0,Fashion,30.77,2.43,0.81
954,sweat shirts for women,Fashion,247.0,103.0,15.0,3.0,19.56,6.52,6.52,46438.0,548.0,Fashion,41.7,6.07,1.21
957,sewing machine,Home Appliances,247.0,140.0,18.0,4.0,54.08,13.52,13.52,64189.0,742.0,EL,56.68,7.29,1.62
956,bag for boys travel,Bags and Travel,246.0,71.0,13.0,4.0,49.96,9.99,12.49,36931.0,592.0,Fashion,28.86,5.28,1.63
958,oppo enco w11,Mobiles & Tablets,246.0,142.0,24.0,5.0,172.13,28.69,34.43,15.0,14.0,EL,57.72,9.76,2.03
959,lux soap,Health & Beauty,246.0,150.0,64.0,12.0,52.14,3.48,4.34,24347.0,284.0,FMCG,60.98,26.02,4.88
960,rubik cube,Toys & Games,246.0,145.0,57.0,19.0,43.81,2.31,2.31,2060.0,676.0,GM,58.94,23.17,7.72
961,stoves for kitchen,Home Appliances,246.0,130.0,21.0,6.0,328.73,36.53,54.79,46275.0,418.0,EL,52.85,8.54,2.44
955,bike 125 accessories,Motors,245.0,40.0,8.0,3.0,11.07,3.69,3.69,205920.0,478.0,GM,16.33,3.27,1.22
962,blu tooth,"TV, Audio / Video, Gaming & Wearables",245.0,120.0,47.0,10.0,62.87,6.29,6.29,2162.0,638.0,EL,48.98,19.18,4.08
963,q mobile,Mobiles & Tablets,245.0,129.0,28.0,8.0,321.9,35.77,40.24,17612.0,208.0,EL,52.65,11.43,3.27
967,pop socket,Mobiles & Tablets,244.0,146.0,67.0,31.0,48.97,1.53,1.58,8597.0,476.0,EL,59.84,27.46,12.7
969,tresemme shampoo,Health & Beauty,244.0,144.0,46.0,21.0,114.79,5.22,5.47,1130.0,348.0,FMCG,59.02,18.85,8.61
968,pressure cooker,Kitchen & Dining,244.0,119.0,23.0,4.0,105.9,26.47,26.47,9027.0,1110.0,GM,48.77,9.43,1.64
965,kitchen accessories jar,Kitchen & Dining,244.0,95.0,17.0,3.0,24.82,4.96,8.27,111579.0,738.0,GM,38.93,6.97,1.23
